Sample_name	Group	Time_d	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68
19_C2	C2	19	0.002429	0.004117	0.064578	0.037346	0.000368	0.004926	0.001665	0.030428	0.028639	0.022903	0.000465	0.003666	0.011707	0.004857	0.366127	0.047218	0.000515	0.004213	0.021974	0.044835	0.001495	0.032351	0.000193	0.051022	0.001739	0.00437	0.001835	0.002015	0.000842	0.000708	0.000359	0.001155	0.000327	0.004006	0.001486	0.004439	0.001297	0.001044	0.006647	0.001431	0.005888	0.026905	0.071717	0.001187	0.000377	0.001214	0.000432	0.001656	0.018643	0.014324	0.002162	0.000133	0.000327	0.006081	0.019894	0.000083	0.000028	0.000009	0.000198	0.000258	0.000966	0.000998	0.000143	0.003179	0.000658	0.000345	0.000368	0.000092
21_C2	C2	21	0.001307	0.00383	0.041843	0.059785	0.000515	0.007321	0.001361	0.07926	0.028477	0.013642	0.000538	0.063357	0.022608	0.006082	0.213915	0.103175	0.000556	0.003115	0.034613	0.072735	0.000904	0.026999	0.000624	0.024024	0.001375	0.003943	0.001944	0.002229	0.002953	0.003011	0.000298	0.001596	0.002763	0.003486	0.001266	0.003427	0.001216	0.0008	0.006466	0.001117	0.004124	0.042445	0.035255	0.001031	0.000561	0.006615	0.000529	0.001601	0.009355	0.009586	0.023513	0.000149	0.000267	0.001754	0.005408	0.000104	0.00005	0.000005	0.000149	0.000194	0.001501	0.000583	0.000181	0.001845	0.004458	0.000041	0.000181	0.000036
22_C2	C2	22	0.001179	0.005093	0.041959	0.095865	0.000752	0.002818	0.001133	0.11278	0.022356	0.011789	0.000423	0.145402	0.022765	0.003663	0.158166	0.067292	0.000478	0.002057	0.028722	0.068787	0.00111	0.014774	0.000163	0.013692	0.000873	0.001212	0.00059	0.001778	0.014124	0.003529	0.000297	0.003937	0.000488	0.002349	0.000984	0.001843	0.00045	0.00039	0.003538	0.000557	0.002117	0.021669	0.01756	0.00124	0.000636	0.031085	0.000376	0.001249	0.012717	0.004272	0.019909	0.000144	0.000172	0.001667	0.003102	0.000139	0.000037	0.000005	0.000172	0.000195	0.000766	0.000618	0.000195	0.001105	0.018252	0.000186	0.000209	0.000046
23_C2	C2	23	0.003128	0.005987	0.045792	0.116282	0.00095	0.004153	0.001444	0.099538	0.024528	0.0149	0.002309	0.149704	0.015733	0.00277	0.114245	0.058491	0.000508	0.002022	0.033121	0.067399	0.000884	0.011942	0.000221	0.029114	0.008913	0.001082	0.000508	0.001453	0.012981	0.004337	0.000273	0.006251	0.001021	0.006368	0.000847	0.001359	0.00031	0.00032	0.002817	0.00055	0.002117	0.020808	0.015432	0.00087	0.00048	0.027679	0.000296	0.00158	0.015799	0.009205	0.020648	0.000136	0.00008	0.002088	0.002145	0.000254	0.000038	0	0.000268	0.000047	0.000767	0.000743	0.000169	0.001467	0.021739	0.00024	0.000301	0.000047
24_C2	C2	24	0.002515	0.008045	0.031101	0.155233	0.001642	0.003874	0.00177	0.054376	0.046514	0.0207	0.000732	0.011969	0.01979	0.005703	0.168652	0.08334	0.000883	0.003481	0.068298	0.072995	0.001459	0.031215	0.000512	0.032002	0.001779	0.001258	0.000695	0.002191	0.001651	0.004272	0.000348	0.006838	0.001052	0.004313	0.001546	0.00284	0.00048	0.00021	0.005854	0.000933	0.003961	0.032011	0.023042	0.001651	0.000654	0.009778	0.00048	0.001335	0.009948	0.01014	0.022237	0.000206	0.000142	0.002529	0.004491	0.000242	0.000073	0	0.000407	0.000091	0.001317	0.001034	0.000128	0.002493	0.008242	0.000064	0.00021	0.000037
25_C2	C2	25	0.003131	0.007154	0.021753	0.150164	0.002134	0.004894	0.002306	0.058416	0.046498	0.015583	0.000895	0.017545	0.026949	0.008615	0.144955	0.096726	0.001062	0.00514	0.068075	0.045283	0.002037	0.029895	0.000747	0.036826	0.005841	0.001104	0.000663	0.002533	0.001253	0.004036	0.000274	0.006314	0.000682	0.010475	0.001958	0.003326	0.000524	0.000366	0.009046	0.001336	0.006782	0.033119	0.022839	0.001972	0.000914	0.020705	0.000418	0.002654	0.005224	0.01575	0.014827	0.000093	0.000274	0.002255	0.005762	0.000213	0.000028	0	0.00039	0.000088	0.001865	0.000612	0.000135	0.003011	0.012911	0.000246	0.000348	0.000056
28_C2	C2	28	0.004558	0.00658	0.026605	0.084033	0.003107	0.005625	0.00242	0.024701	0.030284	0.008078	0.001011	0.038764	0.028543	0.013506	0.125633	0.071561	0.000796	0.005578	0.037206	0.047909	0.002288	0.043177	0.001933	0.035919	0.004886	0.00087	0.000772	0.002831	0.005092	0.008246	0.000463	0.013871	0.000543	0.012416	0.001989	0.004067	0.000697	0.000374	0.014597	0.002527	0.006374	0.032703	0.035713	0.001048	0.000234	0.083565	0.000468	0.001629	0.006613	0.017091	0.037608	0.000178	0.000337	0.00226	0.010399	0.00015	0.000033	0.000023	0.000178	0.00014	0.001891	0.000482	0.00014	0.001446	0.035011	0.000084	0.000112	0.000033
29_C2	C2	29	0.00345	0.004825	0.083399	0.099832	0.002065	0.00536	0.001643	0.014494	0.020116	0.00949	0.001366	0.036333	0.019436	0.008983	0.095518	0.054961	0.000324	0.003576	0.030475	0.085526	0.002192	0.034178	0.002173	0.024453	0.001713	0.000629	0.000605	0.002525	0.006031	0.049329	0.000746	0.041064	0.000314	0.007139	0.001169	0.002502	0.000446	0.000272	0.008477	0.00169	0.0033	0.020835	0.024125	0.000704	0.000188	0.066202	0.000573	0.003844	0.006163	0.00819	0.050155	0.000361	0.000221	0.001436	0.00742	0.000216	0.000047	0.000014	0.00015	0.000103	0.001549	0.000197	0.000113	0.001103	0.033878	0.000019	0.000056	0.000019
30_C2	C2	30	0.003746	0.004069	0.094281	0.103548	0.001864	0.00502	0.001836	0.011028	0.022656	0.010611	0.001213	0.020001	0.015388	0.008073	0.088469	0.036456	0.000211	0.002028	0.038006	0.098233	0.001676	0.027971	0.00243	0.027919	0.001508	0.001971	0.001068	0.001288	0.003484	0.05376	0.000459	0.03965	0.000365	0.004922	0.000646	0.002917	0.000487	0.000281	0.010223	0.001962	0.004154	0.017523	0.022918	0.000506	0.000183	0.063022	0.000468	0.005147	0.007362	0.009904	0.076668	0.000295	0.000239	0.001363	0.006551	0.000562	0.000047	0.000023	0.000037	0.000094	0.00096	0.000206	0.00014	0.00133	0.028514	0.000005	0.000052	0
31_C2	C2	31	0.003882	0.002642	0.081926	0.104648	0.000826	0.005055	0.001089	0.012903	0.028823	0.010636	0.001446	0.014099	0.018098	0.010833	0.079415	0.034221	0.000296	0.002924	0.042021	0.091379	0.001516	0.028058	0.002591	0.032944	0.00191	0.000652	0.000502	0.001173	0.001934	0.05705	0.000319	0.037591	0.000183	0.005355	0.000798	0.005421	0.000723	0.000385	0.014498	0.003112	0.008143	0.02267	0.02819	0.000568	0.000225	0.049221	0.000685	0.006379	0.00529	0.015742	0.078162	0.000103	0.000221	0.001164	0.00751	0.00062	0.000038	0.000014	0.000075	0.00016	0.000911	0.000192	0.000117	0.00122	0.028349	0.000047	0.000099	0.000009
35_C2	C2	35	0.004738	0.006614	0.113333	0.122639	0.004356	0.004516	0.002688	0.006392	0.026795	0.015736	0.001006	0.021169	0.004677	0.002976	0.063275	0.015084	0.000477	0.001748	0.036419	0.078421	0.001233	0.021022	0.002149	0.03973	0.001545	0.000553	0.000657	0.001611	0.002466	0.058433	0.000718	0.049056	0.000198	0.005641	0.000831	0.001668	0.000321	0.000213	0.003571	0.000671	0.002447	0.008333	0.012935	0.000368	0.000165	0.069781	0.000557	0.007611	0.010809	0.009907	0.07741	0.000288	0.000118	0.002641	0.004601	0.003633	0.000293	0.000043	0.000269	0.000118	0.001087	0.000879	0.000364	0.003638	0.055537	0.000326	0.000406	0.00009
36_C2	C2	36	0.004602	0.004795	0.110697	0.123077	0.002862	0.004152	0.001412	0.019596	0.048996	0.020046	0.001135	0.064801	0.012606	0.006197	0.068569	0.024137	0.000239	0.001511	0.036531	0.063272	0.005259	0.020529	0.002665	0.051614	0.001328	0.0006	0.000314	0.000966	0.028922	0.056324	0.000802	0.02265	0.000192	0.007872	0.000563	0.002106	0.000488	0.00031	0.005358	0.001168	0.002496	0.009336	0.018681	0.001407	0.000676	0.02994	0.000394	0.021923	0.011151	0.012488	0.011949	0.00038	0.000413	0.002529	0.006751	0.000676	0.000084	0.000019	0.000113	0.000333	0.000718	0.000877	0.011334	0.004325	0.021524	0.000094	0.000103	0.000023
37_C2	C2	37	0.004531	0.006784	0.106656	0.196546	0.005174	0.003488	0.015066	0.012493	0.051753	0.022536	0.00084	0.036541	0.009695	0.004662	0.072622	0.020231	0.000333	0.001615	0.037255	0.06027	0.004587	0.019639	0.001737	0.059227	0.001188	0.000747	0.000263	0.000977	0.012348	0.032799	0.000826	0.008812	0.000239	0.007554	0.000648	0.001587	0.000376	0.000174	0.004197	0.000873	0.002221	0.009108	0.020015	0.001906	0.001554	0.020376	0.000455	0.02547	0.014169	0.011695	0.021358	0.000474	0.000516	0.003733	0.007625	0.000526	0.000075	0.000019	0.000075	0.000305	0.000756	0.00192	0.009132	0.004977	0.013446	0.000075	0.000117	0.000009
38_C2	C2	38	0.013089	0.00529	0.07159	0.287731	0.00641	0.003902	0.004946	0.008266	0.075619	0.021289	0.002069	0.01359	0.00666	0.003406	0.060735	0.012102	0.000406	0.0024	0.056286	0.062937	0.002017	0.012725	0.002962	0.052635	0.00223	0.002532	0.000279	0.001086	0.006027	0.027425	0.001214	0.006306	0.002357	0.00768	0.000855	0.001946	0.000425	0.000321	0.004039	0.000978	0.003462	0.00786	0.023939	0.000822	0.000642	0.016844	0.000624	0.018483	0.008488	0.015437	0.017595	0.000855	0.000217	0.00367	0.006792	0.000468	0.000094	0.000019	0.000104	0.000109	0.000657	0.003155	0.001573	0.005347	0.007756	0.000047	0.000137	0.000043
39_C2	C2	39	0.009241	0.007949	0.041894	0.288812	0.006288	0.006889	0.003326	0.003544	0.107668	0.02001	0.002451	0.006922	0.004448	0.002848	0.041979	0.005209	0.000639	0.004495	0.065272	0.085737	0.000819	0.016977	0.002167	0.077953	0.005645	0.002342	0.000653	0.001684	0.001987	0.013868	0.001666	0.005967	0.000913	0.010329	0.001453	0.002106	0.000279	0.00017	0.004992	0.0007	0.006312	0.008526	0.015028	0.000407	0.000194	0.010348	0.001353	0.001576	0.009359	0.02627	0.02222	0.00115	0.000071	0.004221	0.00722	0.000577	0.00017	0.000024	0.000203	0.000137	0.000984	0.002673	0.000241	0.008039	0.003875	0.000199	0.000303	0.000028
43_C2	C2	43	0.005557	0.012479	0.070733	0.247261	0.005156	0.002851	0.002098	0.004886	0.095729	0.019844	0.000767	0.007062	0.005079	0.003444	0.031131	0.003907	0.000444	0.007317	0.060878	0.097239	0.000926	0.011692	0.000642	0.060695	0.00614	0.000323	0.000236	0.001153	0.001524	0.044227	0.001042	0.021634	0.000111	0.01065	0.001544	0.003555	0.000502	0.000294	0.007038	0.001114	0.011577	0.007896	0.009937	0.000675	0.000256	0.009975	0.000275	0.004134	0.012918	0.031541	0.017534	0.000106	0.000039	0.011171	0.003897	0.000502	0.000082	0.000019	0.000053	0.000024	0.000506	0.006618	0.000357	0.006787	0.003989	0.000072	0.000125	0.000029
44_C2	C2	44	0.004636	0.013773	0.067299	0.243649	0.005747	0.002425	0.002473	0.003264	0.095112	0.01647	0.000849	0.004947	0.004845	0.003734	0.025636	0.003768	0.000558	0.007992	0.068153	0.109021	0.000606	0.011998	0.000529	0.055393	0.006455	0.000393	0.000262	0.00114	0.001339	0.041417	0.001009	0.022178	0.000097	0.010277	0.001586	0.003797	0.000567	0.00032	0.008046	0.001261	0.012483	0.009384	0.010233	0.000422	0.000247	0.00824	0.000262	0.003569	0.013337	0.035767	0.018298	0.000102	0.000053	0.013114	0.004122	0.000669	0.000048	0.00001	0.000112	0.000044	0.000509	0.006159	0.000485	0.005732	0.003308	0.000126	0.000136	0.00001
45_C2	C2	45	0.004604	0.00394	0.071158	0.247793	0.003297	0.00397	0.01783	0.008222	0.099319	0.013004	0.001505	0.010534	0.008168	0.005282	0.037859	0.007351	0.001945	0.009286	0.063154	0.069525	0.00103	0.023389	0.000767	0.045031	0.003351	0.000376	0.000297	0.005302	0.002525	0.007732	0.000728	0.002465	0.000094	0.010955	0.00349	0.008009	0.002084	0.00153	0.010385	0.002619	0.013875	0.010841	0.016979	0.00097	0.000549	0.012296	0.001069	0.014405	0.012509	0.034819	0.036482	0.000416	0.000183	0.003569	0.007004	0.000639	0.00005	0.000084	0.000411	0.000178	0.00153	0.000505	0.00097	0.003623	0.005376	0.000272	0.00045	0.00004
46_C2	C2	46	0.002675	0.007524	0.05766	0.274462	0.006133	0.001853	0.003468	0.003677	0.099094	0.015778	0.000584	0.006192	0.007276	0.005895	0.034032	0.00429	0.000545	0.007748	0.074649	0.080889	0.000851	0.015457	0.000399	0.060155	0.005204	0.000287	0.000238	0.001299	0.001649	0.025686	0.000467	0.003945	0.000136	0.00929	0.001561	0.006041	0.001051	0.000768	0.011284	0.002286	0.014956	0.01162	0.013662	0.000647	0.000292	0.009655	0.000418	0.017013	0.007373	0.039382	0.019625	0.000238	0.000131	0.002729	0.004942	0.00035	0.000063	0.000083	0.000117	0.000131	0.000598	0.002422	0.000593	0.005963	0.004178	0.000107	0.000199	0.000034
49_C2	C2	49	0.009451	0.001713	0.003358	0.024157	0.010566	0.001993	0.001602	0.180886	0.012766	0.007951	0.0007	0.066609	0.062344	0.04484	0.015487	0.019091	0.000695	0.001915	0.01128	0.004897	0.122874	0.006012	0.004989	0.011724	0.002181	0.001833	0.000569	0.000849	0.025069	0.000656	0.001505	0.000294	0.002523	0.002591	0.001061	0.005061	0.001438	0.000709	0.008265	0.003064	0.003816	0.003971	0.004699	0.171029	0.029619	0.008115	0.000309	0.000434	0.000888	0.005066	0.003044	0.001414	0.015299	0.001578	0.001833	0.002581	0.00235	0.000627	0.000415	0.005437	0.000376	0.000357	0.04416	0.001071	0.003725	0.000376	0.000931	0.000912
50_C2	C2	50	0.003909	0.001306	0.067175	0.029683	0.003051	0.001616	0.001969	0.130117	0.019954	0.007141	0.000572	0.066908	0.050834	0.01953	0.055463	0.043555	0.001168	0.002851	0.017723	0.011526	0.031233	0.013309	0.000176	0.025317	0.001716	0.000358	0.000276	0.001173	0.095094	0.000739	0.014034	0.0003	0.000248	0.002569	0.001912	0.00368	0.000996	0.000663	0.007718	0.002479	0.003365	0.017275	0.017366	0.102116	0.039794	0.025903	0.000272	0.001225	0.001416	0.011893	0.005696	0.000276	0.004743	0.003232	0.008776	0.000424	0.000725	0.000419	0.000624	0.002779	0.00041	0.000353	0.004471	0.001239	0.003923	0.000296	0.000634	0.000315
51_C2	C2	51	0.005782	0.001971	0.073028	0.034815	0.002578	0.001642	0.005072	0.160325	0.031343	0.007951	0.001054	0.04112	0.05315	0.016881	0.018151	0.041952	0.000814	0.002216	0.012388	0.021774	0.058786	0.0298	0.000659	0.010341	0.002188	0.000682	0.000155	0.001129	0.053592	0.000419	0.00319	0.000099	0.000917	0.003543	0.001129	0.004404	0.001313	0.000612	0.00812	0.002621	0.003185	0.013644	0.021021	0.075286	0.043594	0.015578	0.000193	0.00135	0.002334	0.016382	0.032068	0.000193	0.004418	0.002465	0.025119	0.000273	0.000358	0.000287	0.000278	0.005053	0.00087	0.000414	0.01251	0.001275	0.0035	0.000174	0.000278	0.000198
52_C2	C2	52	0.022975	0.002072	0.041333	0.027764	0.001284	0.003081	0.001918	0.230769	0.040763	0.008621	0.002642	0.040796	0.048092	0.012122	0.061512	0.046598	0.00063	0.002016	0.031129	0.014195	0.029215	0.032656	0.002973	0.029514	0.005256	0.002955	0.000187	0.001167	0.045016	0.000672	0.007263	0.000149	0.007818	0.00415	0.001069	0.002656	0.000761	0.000411	0.005373	0.001484	0.002525	0.012066	0.018788	0.058893	0.022629	0.017625	0.000219	0.001377	0.003001	0.011739	0.003501	0.000182	0.001881	0.003907	0.005699	0.00035	0.00028	0.000159	0.00035	0.001844	0.001139	0.00098	0.003533	0.001872	0.00379	0.000098	0.000322	0.000191
53_C2	C2	53	0.003527	0.000167	0.01175	0.013393	0.001763	0.0009	0.001193	0.255373	0.008181	0.002227	0.00039	0.068774	0.086487	0.022869	0.037157	0.046253	0.000501	0.000775	0.007133	0.003661	0.11201	0.008172	0.000455	0.014938	0.000845	0.000501	0.000311	0.000691	0.01207	0.000144	0.000998	0.000107	0.008543	0.001007	0.000756	0.001197	0.000371	0.000186	0.003884	0.001114	0.000956	0.014952	0.01266	0.114855	0.062481	0.017207	0.000218	0.000399	0.000144	0.003002	0.006121	0.000223	0.004413	0.000329	0.002757	0.000343	0.000445	0.000158	0.000288	0.002065	0.000274	0.000121	0.006126	0.000227	0.007796	0.000125	0.000255	0.000283
56_C2	C2	56	0.002643	0.000331	0.079802	0.016962	0.000946	0.002289	0.000606	0.207272	0.004293	0.001575	0.000522	0.020075	0.054795	0.013046	0.049962	0.051957	0.000177	0.000611	0.004456	0.009453	0.062481	0.00412	0.000154	0.006031	0.000242	0.000569	0.000359	0.000485	0.003831	0.000928	0.000438	0.000131	0.000438	0.000447	0.000312	0.001044	0.000354	0.000182	0.001631	0.00062	0.00041	0.015615	0.009159	0.222341	0.112397	0.005705	0.000597	0.003356	0.000681	0.001007	0.002438	0.000107	0.003086	0.001804	0.00131	0.000121	0.000722	0.000107	0.0002	0.001925	0.000396	0.000168	0.005584	0.000098	0.003426	0.000131	0.00035	0.000191
57_C2	C2	57	0.00564	0.000201	0.045492	0.011509	0.000907	0.001261	0.000573	0.230916	0.003271	0.00107	0.001122	0.02212	0.056189	0.008491	0.04159	0.032569	0.000277	0.000635	0.003405	0.006628	0.047249	0.003075	0.000334	0.004322	0.00022	0.001523	0.000544	0.000444	0.003706	0.000549	0.000463	0.00011	0.00086	0.000616	0.000492	0.001394	0.000358	0.000239	0.001318	0.000712	0.000716	0.011447	0.017087	0.257215	0.136351	0.005363	0.000234	0.001461	0.000482	0.000955	0.00212	0.000134	0.003543	0.001127	0.001285	0.000138	0.000611	0.000143	0.000248	0.00181	0.000119	0.000392	0.010883	0.000177	0.002588	0.000325	0.000358	0.000291
58_C2	C2	58	0.023114	0.000167	0.02833	0.012447	0.000828	0.00312	0.000301	0.190535	0.004096	0.001101	0.003154	0.015582	0.073003	0.020501	0.031273	0.037389	0.000225	0.000598	0.003828	0.005838	0.066404	0.003685	0.001168	0.004589	0.000933	0.004139	0.000948	0.000665	0.002694	0.000297	0.000321	0.000053	0.004652	0.000742	0.00034	0.002594	0.000617	0.000345	0.002771	0.001431	0.001211	0.014055	0.007882	0.255345	0.129171	0.002632	0.000407	0.000981	0.000311	0.00179	0.002259	0.000091	0.009581	0.000694	0.000981	0.000211	0.000895	0.000153	0.00022	0.005958	0.000287	0.001192	0.005527	0.000378	0.001933	0.000416	0.000407	0.000215
59_C2	C2	59	0.004521	0.000081	0.013533	0.009961	0.000954	0.00441	0.000817	0.15427	0.006247	0.001231	0.003467	0.020598	0.072995	0.017419	0.016334	0.015198	0.0005	0.001468	0.006701	0.003648	0.048916	0.008195	0.001796	0.005142	0.000616	0.003901	0.002018	0.00115	0.004299	0.000141	0.000616	0.000061	0.00992	0.001312	0.000616	0.006065	0.001746	0.000833	0.003517	0.003875	0.002467	0.007761	0.008563	0.321559	0.146409	0.003714	0.000817	0.000777	0.000061	0.004551	0.004304	0.000141	0.010501	0.000101	0.002245	0.000167	0.000969	0.000202	0.000449	0.008886	0.000505	0.000414	0.011419	0.000247	0.001963	0.000772	0.000706	0.000242
60_C2	C2	60	0.003105	0.000154	0.041064	0.020896	0.001076	0.012967	0.003807	0.112422	0.012379	0.002771	0.01053	0.020886	0.0617	0.030006	0.015887	0.022784	0.001052	0.00305	0.010097	0.008866	0.053582	0.016735	0.005258	0.003683	0.000907	0.019839	0.007515	0.003224	0.005322	0.000105	0.001126	0.00005	0.00603	0.003668	0.001565	0.010814	0.002402	0.001201	0.005746	0.007181	0.007779	0.009528	0.007121	0.243677	0.11303	0.004256	0.002422	0.00158	0.00006	0.006708	0.009279	0.000169	0.008935	0.000234	0.009573	0.000249	0.001246	0.00015	0.000972	0.009563	0.000987	0.000244	0.005681	0.000334	0.001934	0.000922	0.001331	0.000583
65_C2	C2	65	0.001387	0.001352	0.028991	0.040545	0.000676	0.009255	0.004405	0.045003	0.100075	0.006899	0.003209	0.027551	0.015429	0.004713	0.015831	0.008927	0.001955	0.004003	0.075278	0.008158	0.011808	0.035836	0.022744	0.035331	0.007957	0.0337	0.015503	0.005733	0.029388	0.000274	0.0381	0.000015	0.000265	0.009922	0.003621	0.00437	0.001357	0.000608	0.002602	0.003856	0.00366	0.003552	0.006286	0.161302	0.069551	0.006012	0.002518	0.005311	0.000588	0.021421	0.004052	0.000549	0.00243	0.002729	0.003993	0.000103	0.000593	0.000078	0.002327	0.001935	0.001377	0.001274	0.021696	0.001965	0.001955	0.00219	0.002661	0.001259
66_C2	C2	66	0.001892	0.001595	0.02142	0.064561	0.000654	0.010451	0.003897	0.027184	0.094501	0.006984	0.005457	0.024921	0.011071	0.004623	0.014041	0.009851	0.003302	0.00514	0.092799	0.016021	0.00714	0.056753	0.029886	0.03725	0.005428	0.017581	0.011846	0.007057	0.034587	0.000356	0.056363	0.000039	0.000405	0.012168	0.004316	0.003906	0.001073	0.000585	0.002507	0.004121	0.004116	0.004404	0.00813	0.118651	0.050769	0.004906	0.002638	0.004926	0.001327	0.02297	0.004823	0.001058	0.004145	0.00555	0.005014	0.000137	0.000439	0.000102	0.00316	0.00198	0.001683	0.001614	0.017333	0.002409	0.00239	0.004492	0.005331	0.00177
67_C2	C2	67	0.002627	0.00559	0.024442	0.040164	0.000749	0.008716	0.008197	0.020572	0.10977	0.006809	0.002262	0.033374	0.010252	0.003938	0.012437	0.008961	0.001623	0.004139	0.101933	0.014152	0.008687	0.049058	0.015112	0.046129	0.006257	0.025187	0.015866	0.004692	0.037053	0.000571	0.092444	0.000072	0.000264	0.009585	0.003083	0.002343	0.000456	0.000293	0.002343	0.001162	0.003674	0.004202	0.009383	0.097775	0.046455	0.005762	0.001772	0.004812	0.003203	0.025067	0.003472	0.00509	0.001935	0.01153	0.004812	0.00012	0.000307	0.000086	0.001421	0.00074	0.001186	0.00365	0.014521	0.00194	0.001988	0.001397	0.001681	0.000653
69_C2	C2	69	0.0053	0.002468	0.023485	0.069803	0.001195	0.014618	0.004494	0.010586	0.082016	0.026961	0.006961	0.02024	0.006875	0.002909	0.020432	0.010245	0.003601	0.005953	0.115737	0.050096	0.003989	0.102516	0.044287	0.04891	0.005972	0.011138	0.011493	0.006793	0.022064	0.000475	0.075598	0.000043	0.000206	0.011018	0.004834	0.002732	0.00059	0.000365	0.002756	0.001517	0.005482	0.006193	0.010715	0.026995	0.0118	0.004153	0.003	0.003077	0.003879	0.024537	0.004921	0.009309	0.000682	0.010139	0.008133	0.000106	0.000427	0.000096	0.002636	0.000571	0.001935	0.002684	0.005862	0.004071	0.001747	0.001263	0.003212	0.001104
70_C2	C2	70	0.002076	0.03477	0.023801	0.100015	0.001067	0.008225	0.006693	0.012299	0.100207	0.01684	0.001677	0.015456	0.007111	0.004468	0.010599	0.00798	0.001566	0.003315	0.124465	0.050745	0.009806	0.0742	0.037792	0.035116	0.004151	0.029346	0.009369	0.003267	0.027189	0.000711	0.081253	0.000533	0.000408	0.005847	0.002066	0.002527	0.000485	0.000384	0.002657	0.001187	0.003301	0.003426	0.00688	0.011492	0.004804	0.006294	0.001302	0.00147	0.019967	0.018392	0.004829	0.003402	0.000918	0.021072	0.006342	0.000327	0.000279	0.000029	0.001355	0.000817	0.001216	0.005996	0.003229	0.005612	0.001667	0.001321	0.001951	0.000644
71_C2	C2	71	0.002921	0.018246	0.032999	0.125063	0.001208	0.007759	0.002336	0.008439	0.061066	0.018029	0.003077	0.007877	0.006107	0.003898	0.016023	0.00825	0.001572	0.0037	0.16223	0.099681	0.006126	0.096925	0.030521	0.042311	0.003917	0.011572	0.005862	0.003714	0.008283	0.000769	0.012847	0.000227	0.000585	0.007282	0.002228	0.002336	0.000543	0.000396	0.002464	0.001265	0.003271	0.005517	0.00842	0.012209	0.007089	0.006527	0.001199	0.00143	0.032074	0.016688	0.008457	0.000571	0.000599	0.037487	0.006626	0.00034	0.000184	0.000028	0.001109	0.000496	0.001317	0.004012	0.004899	0.003667	0.000986	0.001793	0.001992	0.000359
72_C2	C2	72	0.002813	0.017385	0.020263	0.204831	0.002729	0.010459	0.002075	0.005641	0.099462	0.025035	0.003421	0.008725	0.004496	0.002346	0.007533	0.008706	0.001986	0.006043	0.106528	0.088863	0.001963	0.082727	0.019291	0.032923	0.003491	0.014936	0.005071	0.004776	0.008791	0.000365	0.012954	0.000009	0.000122	0.012408	0.003472	0.001547	0.00036	0.000262	0.002664	0.000622	0.003243	0.005421	0.009632	0.016927	0.006099	0.005332	0.001224	0.001323	0.017245	0.024582	0.004683	0.000477	0.000318	0.027049	0.01145	0.000075	0.000075	0.000009	0.00115	0.000304	0.001897	0.009277	0.002248	0.007917	0.001112	0.001159	0.001351	0.000332
73_C2	C2	73	0.003431	0.046188	0.021873	0.108902	0.001185	0.010517	0.001076	0.005057	0.126804	0.016892	0.001498	0.011787	0.004019	0.002692	0.008005	0.007977	0.003166	0.008067	0.118467	0.051643	0.001801	0.083266	0.008825	0.048306	0.007631	0.01237	0.003356	0.007019	0.009655	0.000683	0.010806	0.0001	0.0001	0.014522	0.005124	0.001611	0.000431	0.000322	0.003133	0.000555	0.005057	0.006541	0.009489	0.03514	0.01229	0.002792	0.001081	0.001242	0.029338	0.033201	0.00191	0.000318	0.000616	0.038121	0.009683	0.000114	0.000118	0.000062	0.002033	0.000455	0.003085	0.00992	0.003716	0.009171	0.000995	0.001915	0.002242	0.000493
74_C2	C2	74	0.00444	0.03245	0.027062	0.132061	0.001207	0.019858	0.001317	0.004378	0.08813	0.016989	0.002366	0.008253	0.002424	0.001811	0.008138	0.005954	0.004234	0.010892	0.130275	0.068976	0.001432	0.066902	0.016706	0.045593	0.010489	0.012477	0.00331	0.011859	0.006576	0.000675	0.001925	0.000072	0.000172	0.022512	0.006643	0.001724	0.000278	0.00033	0.002845	0.000651	0.005058	0.004469	0.0074	0.032316	0.013009	0.00228	0.001973	0.001427	0.033427	0.022377	0.00422	0.000072	0.000651	0.043083	0.006011	0.000072	0.000043	0.000005	0.0032	0.000714	0.007515	0.008344	0.003769	0.007161	0.000685	0.002179	0.003204	0.000948
77_C2	C2	77	0.003846	0.024652	0.027266	0.159246	0.001237	0.010272	0.001419	0.00655	0.101781	0.02104	0.001682	0.006545	0.004524	0.003287	0.013172	0.007271	0.004171	0.008829	0.072366	0.067411	0.00193	0.078099	0.014266	0.04306	0.005747	0.016755	0.005752	0.009665	0.006942	0.000726	0.001491	0.000029	0.000373	0.012675	0.006321	0.003191	0.000807	0.000516	0.003277	0.002155	0.00355	0.006822	0.012059	0.05605	0.018828	0.003368	0.001376	0.002365	0.014022	0.030065	0.004233	0.000086	0.003211	0.030256	0.01407	0.000105	0.000158	0.000033	0.002761	0.002207	0.003373	0.014538	0.00291	0.008404	0.000879	0.000764	0.002255	0.000908
